Timestamp,Quantité consommée (mW),Prix
2024-03-03 08:46:52,2179,403115
2024-03-03 08:46:52,2159,399415
2024-03-03 08:46:52,2179,403115
2024-03-03 08:46:52,2164,400340
2024-03-03 08:46:52,2179,403115
2024-03-03 08:46:52,2161,399785
2024-03-03 08:46:52,2177,402745
2024-03-03 08:46:52,2159,399415
2024-03-03 08:46:52,2178,402930
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2174,402190
2024-03-03 08:46:53,2183,403855
2024-03-03 08:46:53,2163,400155
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2163,400155
2024-03-03 08:46:53,2181,403485
2024-03-03 08:46:53,2163,400155
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2162,399970
2024-03-03 08:46:53,2178,402930
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2158,399230
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2159,399415
2024-03-03 08:46:53,2177,402745
2024-03-03 08:46:53,2160,399600
2024-03-03 08:46:53,2174,402190
2024-03-03 08:46:53,2183,403855
2024-03-03 08:46:53,2165,400525
2024-03-03 08:46:53,2180,403300
2024-03-03 08:46:53,2163,400155
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2179,403115
2024-03-03 08:46:53,2161,399785
2024-03-03 08:46:53,2176,402560
2024-03-03 08:46:53,2166,400710
2024-03-03 08:46:53,2183,403855
2024-03-03 08:46:53,2164,400340
2024-03-03 08:46:54,2175,402375
2024-03-03 08:46:54,2185,404225
2024-03-03 08:46:54,2165,400525
2024-03-03 08:46:54,2179,403115
2024-03-03 08:46:54,2161,399785
2024-03-03 08:46:54,2179,403115
2024-03-03 08:46:54,2161,399785
2024-03-03 08:46:54,2177,402745
2024-03-03 08:46:54,2160,399600
2024-03-03 08:46:54,2176,402560
2024-03-03 08:46:54,2158,399230
2024-03-03 08:46:54,2177,402745
2024-03-03 08:46:54,2159,399415
2024-03-03 08:46:54,2178,402930
2024-03-03 08:46:54,2161,399785
2024-03-03 08:46:54,2177,402745
2024-03-03 08:46:54,2159,399415
2024-03-03 08:46:54,2178,402930
2024-03-03 08:46:54,2162,399970
2024-03-03 08:46:54,2179,403115
2024-03-03 08:46:54,2163,400155
2024-03-03 08:46:54,2179,403115
2024-03-03 08:46:54,2159,399415
2024-03-03 08:46:54,2176,402560
2024-03-03 08:46:54,2158,399230
